linha_origem,Munícipios,EstacaoCodigo,Rios,Coordenadas (UTM),Altitude (m),Campanha,Periodo certificação,Ano,Data,Hora,Temp Ar,Temp Amostra,pH,Turbidez,Condutividade Eletrica,DBO,OD,OD (%),SolSuspensaoTotais,SolDissolvidosTotais,FosfatoTotal,NitrogenioTotal,NitrogenioAmoniacal,Nitratos,ColiformesTotais,AlcalinidadeTotal,CarbonoOrganicoTotal,OrtofosfatoTotal,DescargaLiquida,FosforoTotal,IQA,ColiformesTermotolerantes,Escherichia,CondutividadeEspecifica,Cloreto,Ortofosfato Dissolvido,IQA %,IQA CETESB
427,SENADOR GUIOMARD,13770000,IQUIRI,"-10.078928794137362, -67.54385046135778",153,Segunda,Decima oitava,2025,2025-12-09,10:47,25.95,24.73,5.73,63.51,,5,5.69,68.5,0.334,14.95,,3.9,2.18,0.1,513,8,0.8,,,0.03,,133,,24.6,6,0.09,60.58,BOA
428,PORTO ACRE,13610001,ACRE,"-9.589999366418281, -67.53118182308891",122,Segunda,Decima oitava,2025,2025-12-08,11:00,,,,,,5,,,0.585,31.6,,3.16,1.9,1,146,12,1.2,,,0.039,,13,,,8,0.1,,SEM INFORMAÇÃO
429,RIO BRANCO,13601000,ACRE,"-9.956933590645951, -67.77691156673956",133,Segunda,Decima oitava,2025,2025-12-12,07:00,25.71,25.71,6.51,266.87,,7,5.59,68.5,0.178,26.2,,4.11,2.5,0.19,148,16,1.4,,,0.024,,9,,54.5,8,0.24,59.67,BOA
430,PLACIDO DE CASTRO,15324300,ABUNA,"-10.337762522149955, -67.18453628096808",126,Segunda,Decima oitava,2025,2025-12-09,08:10,25.04,25.13,5.99,67.51,,6,6.49,78.7,0.015,12.5,,1.8,0.9,0.6,11,6,1.18,,,0.019,,4,,24.7,4,0.05,71.55,BOA
431,SENA MADUREIRA,13408000,IACO,"-9.076365258320617, -68.65452464463851",127,Segunda,Decima oitava,2025,2025-12-18,09:45,24.9,26.23,6.62,212.07,,5,5.24,64.9,0.0459,44.7,,3.99,2.11,1,356,10,1.17,,,0.028,,129,,91.6,6,0.05,55.39,BOA
432,MANOEL URBANO,13190000,PURUS,"-8.842986621185595, -69.2588725528902",144,Segunda,Decima oitava,2025,2025-02-18,07:50,23.66,26.32,6.85,165.64,,6,6.31,78.3,0.01467,67.8,,4.12,2.49,0.11,870,12,0.9,,,0.038,,186,,143,8,2,56.31,BOA
433,TARAUACA,12600002,TARAUACA,"-8.158209266596135, -70.75829372709224",161,Segunda,Decima oitava,2025,2025-12-17,07:45,24.66,27.09,7.07,94.93,,7,6.59,82.8,0.139,83.2,,3.1,1.19,1.12,689,8,1.9,,,0.021,,141,,178.9,5,3,63.96,BOA
434,FEIJÓ,12660000,ENVIRA,"-8.159255993149376, -70.35470034550912",153,Segunda,Decima oitava,2025,2025-12-17,10:00,22.26,25.87,6.81,120.85,,5,6.12,75.2,0.0256,29.9,,2.7,1.3,0.7,244.8,12,1.6,,,0.251,,30,,161.7,9,1.9,57.43,BOA
435,MÂNCIO LIMA,12430000,MOA,"-7.620997384760779, -72.79673148076904",178,Segunda,Decima oitava,2025,2025-12-16,15:00,26.85,25.46,6.05,33.92,,6,2.47,30.1,0.0146,13.72,,3,1.99,0.9,986,6,1.1,,,0.027,,170,,32.6,3,0.09,51.81,BOA
436,CRUZEIRO DO SUL,12500004,JURUA,"-7.634276346822194, -72.65878283857761",165,Segunda,Decima oitava,2025,2025-12-16,15:51,27.01,25.7,5.97,47.37,,7,3.82,46.8,0.04,31.7,,3.4,1.8,0.09,480,11,0.8,,,0.011,,150,,62.9,4,0.12,55.81,BOA
437,ASSIS BRASIL ,13438000,ACRE ,"-10.94519817305907, -69.56617870612858",231,Primeira,Decima Nona,2026,2026-04-09,14:00,27.19,27.14,8.67,600.37,,10,6.33,79.7,0.037,31.28,,6.72,3.81,1.5,"2,419,00",42,1.9,,,0.04,,1120,,91.9,5,0.19,47.29,REGULAR
438,BRASILEIA,13459000,ACRE,"-11.01738914711542, -68.74509646134304",187,primeira,Decima Nona,2026,2026-04-10,06:10,24.42,26.74,8.68,361.13,,12,6.81,85.1,0.032,27.42,,6.9,3.4,1.3,1732,46,1.8,,,0.045,,980,,64.8,8,0.16,46.75,REGULAR
439,XAPURI,13550001,ACRE,"-10.649855917150802, -68.50740363657874",169,Primeira,Decima Nona,2026,2026-04-09,10:00,29.57,28.16,7.67,322.28,,10,6.91,88.6,0.25,25.1,,6.7,3.81,1.1,489,40,2,,,0.039,,71,,73.5,6,0.2,55.8,BOA
440,SENADOR GUIOMARD,13770000, IQUIRI,"-10.078928794137362, -67.54385046135778",153,Primeira,Decima Noma,2026,2026-04-07,09:00,29.43,26.14,8.16,25.47,,6,4.89,60.5,0.14,16.7,,1.1,6,0.2,187,20,0.4,,,4.3,,4,,19.5,3,0.14,55.91,BOA
441,PORTO ACRE ,13610001,ACRE,"-9.589999366418281, -67.53118182308891",122,Primeira ,Decima Nona,2026,2026-04-08,15:45,27.53,27.09,6.36,249.7,,6,5.73,72.1,0.142,14.27,,6.11,2.3,0.71,99,38,0.8,,,0.021,,2,,41.1,4,0.08,58.88,BOA
442,RIO BRANCO ,13601000,ACRE,"-9.956933590645951, -67.77691156673956",133,Primeira,Decima Noma,2026,2026-04-06,09:00,27.7,26.36,8.75,233.87,,5,5.79,71.9,0.132,14.2,,6.7,3.1,0.12,20,20,0.9,,,0.017,,5,,42.4,3,0.13,59.42,BOA
443,PLÁCIDO DE CASTRO,15324300, ABUNÃ,"-10.337762522149955, -67.18453628096808",126,Primeira ,Decima Nona,2026,2026-04-07,10:00,30.31,26.22,7.32,32.29,,5,4.61,57.1,0.104,10.49,,3.7,1.99,0.21,110,22,1,,,0.014,,5,,19.9,3,0.11,72.64,BOA
444,SENA MADUREIRA,13408000,IACO,"-9.076365258320617, -68.65452464463851",127,Primeira,Decima Nona,2026,2026-03-24,10:00,25.04,25.13,5.99,24.7,,7,6.49,78.7,0.19,19.83,,3.5,1.9,0.8,13,30,0.8,,,0.018,,4,,24.7,4,0.11,73.93,BOA
445,MANOEL URBANO,13190000,PURUS,"-8.842986621185595, -69.2588725528902",144,Primeira,Decima Nona ,2026,2026-03-23,10:00,25.71,25.71,6.51,300.04,,8,5.59,68.5,0.134,16.35,,6.21,3.16,0.09,33,32,1.3,,,0.027,,18,,54.5,5,1.1,56.8,BOA
446,TARAUACA,12600002,TARAUACA,"-8.158209266596135, -70.75829372709224",161,Primeira ,Decima Nona,2026,2026-03-19,07:50,31.92,28.21,7.34,274.32,,10,6.39,82,0.537,64.91,,5,2.18,2.11,345,150,2.16,,,0.03,,10,,193,10,4,60.1,BOA
447,FEIJÓ,12660000,ENVIRA,"-8.159255993149376, -70.35470034550912",153,Primeira,Decima Nona,2026,2026-03-20,17:00,26.77,27.86,7.49,327.12,,7,6.32,80.6,0.727,73.87,,6.11,2.4,0.3,141,50,1,,,0.171,,2,,216.2,6,2.18,61.64,BOA
448,MÂNCIO LIMA,12430000,MOA,"-7.620997384760779, -72.79673148076904",178,Primeira,Decima Nona,2026,2026-03-18,15:30,25.74,25.3,6.65,324,,8,8.59,104.5,0.11,11.6,,5.7,12.5,12.5,172,38,1.9,,,0.02,,172,,6.3,4,1.8,55.5,BOA
449,CRUZEIRO DO SUL,12500004, JURUÁ,"-7.634276346822194, -72.65878283857761",165,Primeira,Decima Nona,2026,2026-03-18,15:00,26.15,26.29,7.07,243.56,,12,4.31,53.4,0.184,22.08,,7.11,3.5,1,510,22,1.8,,,0.016,,289,,66.9,2,0.1,46.76,REGULAR
450,MARECHAL THAUMATURGO,12369000,JURUÁ,"-8.949068661768846, -72.78461476983797",208,Primeira,Decima Nona,2026,2026-03-17,10:00,29.06,26.23,7.53,501.16,,9,4.01,49.7,0.03,31.72,,7,3,1,1299,40,2.1,,,0.12,,613,,101,10,2.3,44.31,REGULAR
451,PORTO WALTER,12389000,JURUA,"-8.263677845414033, -72.74170231804855",192,Primeira ,Decima Nona ,2026,2026-03-17,12:00,29.25,25.7,5.97,605,,7,3.82,46.8,0.035,31.85,,6.3,2.9,0.12,1732,52,2.1,,,0.021,,816,,62.9,8,1,42.95,REGULAR
