linha_origem,Munícipios,EstacaoCodigo,Rios,Coordenadas (UTM),Altitude (m),Campanha,Periodo certificação,Ano,Data,Hora,Temp Ar,Temp Amostra,pH,Turbidez,Condutividade Eletrica,DBO,OD,OD (%),SolSuspensaoTotais,SolDissolvidosTotais,FosfatoTotal,NitrogenioTotal,NitrogenioAmoniacal,Nitratos,ColiformesTotais,AlcalinidadeTotal,CarbonoOrganicoTotal,OrtofosfatoTotal,DescargaLiquida,FosforoTotal,IQA,ColiformesTermotolerantes,Escherichia,CondutividadeEspecifica,Cloreto,Ortofosfato Dissolvido,IQA %,IQA CETESB
238,MANCIO LIMA,12430000,MOA,,,Primeira,Decimo Primeiro,2022,2022-03-30,07:45,23.32,24.02,6.3,8.75,,7,4.07,,0.0971,9.6,,0.8,1.4,0.14,18.7,11,1.23,,,0.03,,1,,25.8,9,0.09,72.25,BOA
239,CRUZEIRO DO SUL,12500004,JURUA,,,Primeira,Decimo Primeiro,2022,2022-03-30,09:00,26.22,24.71,6.85,357.61,,5,3.8,,0.299,21.6,,0.88,0.5,0.09,11,8,1.3,,,0.043,,0,,63,5,0.01,59.5,BOA
240,JORDAO,12557000,TARAUACA,,,Primeira,Decimo Primeiro,2022,2022-05-12,11:00,23.9,25.9,8.18,287.17,,6,6.34,,0.0534,142.6,,1.3,1,0.1,2,10,0.09,,,0.0028,,0,,391.4,5,0.25,,
241,TARAUACA,12600002,TARAUACA,,,Primeira,Decimo Primeiro,2022,2022-03-31,15:50,26.17,25.31,7.49,493.73,,8,5.68,,0.1737,54.8,,1.7,1.3,0.03,2,12,0.8,,,0.01,,0,,154.3,8,0.14,65.45,BOA
242,FEIJO,12660000,ENVIRA,,,Primeira,Decimo Primeiro,2022,2022-04-01,13:30,21.62,25.594,7.63,348.51,,6,5.97,,0.1589,86.8,,2.1,1.4,0.09,5,6,1,,,0.045,,0,,235.8,4,0.05,66.63,BOA
243,SANTA ROSA DO PURUS,13169900,PURUS,,,Primeira,Decimo Primeiro,2022,2022-05-09,09:00,,,,,,10,,,0.015,89.69,,1.16,0.9,0.11,3.1,8,0.8,,,0.02,,0,,,4,0.05,,SEM INFORMAÇÃO
244,MANOEL URBANO ,13190000,PURUS,,,Primeira,Decimo Primeiro,2022,2022-04-04,08:00,27.656,25.143,7.59,476.62,,8,5.7,,1.341,63.5,,1.5,1,0.17,11.5,8,1.2,,,0.019,,1,,172.8,4,0.03,65.33,BOA
245,SENA MADUREIRA,13408000,IACO,,,Primeira,Decimo Primeiro,2022,2022-04-04,10:15,24.704,24.747,7.24,598.53,,10,4.64,,0.881,33.8,,2.4,1.9,0.24,20.2,18,1.6,,,0.077,,20.2,,88.9,12,0.09,54.33,BOA
246,ASSIS BRASIL,13438000,ACRE,,,Primeira,Decimo Primeiro,2022,2022-04-29,06:41,24.8,27.5,7.87,94.78,,8,6.79,,0.1032,88.1,,3.5,2.8,0.02,6,8,1,,Não,0.033,,0,,249.6,4,0.09,73.29,BOA
247,BRASILEIA,13459000,ACRE,,,Primeira,Decimo Primeiro,2022,2022-04-28,13:23,29.6,27.9,7.62,272.17,,5,6.66,84.7,0.41,32.2,,1.7,3.1,0.08,2,8,1,,Não,0.025,,0,,89.3,3,0,69.15,BOA
248,XAPURI,13550001,ACRE,,,Primeira,Decimo Primeiro,2022,2022-04-28,10:24,29.6,27.9,7.52,144.95,,5,6.82,87,0.291,36.8,,2.99,1.7,0.09,3.1,9,2.16,,Não,0.079,,0,,84.9,7,0.15,67.74,BOA
249,PORTO ACRE ,13610001,ACRE,,,Primeira,Decimo Primeiro,2022,2022-04-26,11:00,31.9,28.2,6.91,252.02,,5,5.78,91.6,0.239,23.8,,1.5,0.9,0.21,13.7,10,21,,Não,1.2,,0,,64.1,6,0.43,55.43,BOA
250,SENADOR GUIOMARD,13770000,IQUIRI,,,Primeira,Decimo Primeiro,2022,2022-04-27,08:27,28.69,25.9,6.68,19.6,,7,5.45,,0.397,7.47,,2.5,1.9,0.11,6.1,9,1.13,,,0.018,,0,,19.6,6,0.07,78.49,BOA
251,RIO BRANCO,13601000,ACRE,,,Primeira,Décimo primeiro,2022,2022-04-29,14:45,28.4,28.8,7.58,173.97,,7,6.34,82.2,0.312,28.4,,2.9,2.12,0.19,10,6,1.3,,Não,0.011,,0,,76.6,3,0.09,67.09,BOA
252,PLACIDO DE CASTRO,15324300,ABUNA,,,Primeira,Decimo Primeiro,2022,2022-04-27,10:09,32.1,26.24,6.42,61.54,,4,5.46,,0.396,8.91,,0.9,0.4,0.12,9.4,16,2,,,0.099,,0,,26.4,8,0.19,75.43,BOA
253,ASSIS BRASIL,13438000,ACRE,,,Segunda,Decimo Primeiro,2022,2022-07-06,07:30,25.7,27.4,7.9,4.4,,6,7.6,,0.1024,67.18,,3.19,2.34,0.06,31.1,5,0.8,,Não,0.03,,0,,335.9,3.88,0.12,86.23,OTIMA
254,BRASILEIA,13459000,ACRE,,,Segunda,Decimo Primeiro,2022,2022-07-06,09:20,30,27.4,8.04,11.05,,8,8.47,107.2,0.303,28.91,,1.91,3.5,0.1,5,10,1.19,,Não,0.02,,0,,143.9,5,0.01,83.58,OTIMA
255,XAPURI,13550001,ACRE,,,Segunda,Decimo Primeiro,2022,2022-07-06,14:30,24,28.82,8.16,15.13,,6,9.1,118,0.283,31.2,,3.1,1.4,0.11,5.3,8,2,,Não,0.063,,0,,141.4,5,0.13,81.71,OTIMA
256,PORTO ACRE ,13610001,ACRE,,,Segunda,Decimo Primeiro,2022,2022-06-29,14:00,30.4,27.5,7.28,43.88,,4,7.5,91.6,0.198,33.9,,1.19,0.77,0.19,1,8,20,,,1.08,,0,,85,4,0.37,70.07,BOA
257,SENADOR GUIOMARD,13770000,IQUIRI,,,Segunda,Decimo Primeiro,2022,2022-06-28,13:30,27.1,23.4,6.29,13.52,,5,7.45,,0.324,6.41,,2.11,2,0.09,78.2,11,1.08,,,0.016,,0,,13.6,8,0.1,83.32,OTIMA
258,PLACIDO DE CASTRO,15324300,ABUNA,,,Segunda,Decimo Primeiro,2022,2022-06-30,10:00,25.1,24.5,7.18,25.22,,5,8.04,,0.263,9.6,,0.6,0.37,0.15,7.5,20,1.9,,,0.077,,0,,21,10,0.22,84.66,OTIMA
259,RIO BRANCO,13601000,ACRE,,,Segunda,Décimo primeiro,2022,2022-06-29,08:50,25.1,26.3,7.3,50.89,,5,7.64,94.7,0.274,35.9,,2.34,1.91,0.12,1,5,1.1,,Não,0.01,,0,,91.2,3.8,0.05,82.36,OTIMA
260,RIO BRANCO,13601000,ACRE,,,Primeira,Décimo Segundo,2022,2022-10-14,08:35,24.64,27.34,7.2,272.96,,7,5.75,72.6,0.284,49.66,,2.93,2.18,0.16,3,7,1.3,,Não,0.019,,0,,125.4,4.1,0.08,65.88,BOA
261,ASSIS BRASIL,13438000,Acre,,,Primeira,Décimo Segundo,2022,2022-10-11,06:30,25.38,29.96,8.29,272.35,,7,6.1,,0.1021,77.18,,3.96,2.7,0.08,19,7,1,,Não,0.039,,0,,382.6,3,0.1,65.3,BOA
262,JORDAO,12557000,TARAUACA,,264,Primeira,Décimo Segundo,2022,2022-11-12, 06:15:00,23.1,27.38,8.67,5.21,,4,7.7,100,0.041,137.3,,1.1,0.8,0.16,0.9,7,0.82,,,0.0017,,0,,428,3,0.21,87,OTIMA
263,CRUZEIRO DO SUL,12500004,JURUA,,,Primeira,Décimo Segundo,2022,2022-09-26,07:58,27.43,26.3,7.63,53,,7,6.32,81.5,0.09,38.7,,2.1,1.2,0.09,3.11,8,0.9,,,0.11,,0,,179,6,3.4,76.59,BOA
264,MANCIO LIMA,12430000,MOA,,,Primeira,Décimo Segundo,2022,2022-09-26,08:52,29.64,27.46,7.09,64.47,,8,5.67,,0.1021,65.99,,2.91,2,0.09,2,6,1,,,0.027,,0,,43.6,2.5,0.13,75.02,BOA
265,FEIJO,12660000,ENVIRA,,,Primeira,Décimo Segundo,2022,2022-09-26,09:23,26.36,29.74,8.7,31.16,,8,7.24,,0.149,79.5,,2.3,1.5,0.14,5.7,6,2,,,0.035,,0,,7.24,4,0.18,77.89,BOA
266,TARAUACA,12600002,TARAUACA,,,Primeira,Décimo Segundo,2022,2022-09-28,07:50,31.16,26.36,8.47,31.16,,5,6.6,86.7,15,59.3,,0.5,0.8,16,1,7,0,,,0.0211,,0,,7.24,5,0.3,82.91,OTIMA
267,MANOEL URBANO ,13190000,PURUS,,,Primeira,Décimo Segundo,2022,2022-09-28,07:00,24.908,29.739,8.71,42.34,,6,6.6,,0.0612,151.3,,3,2,0.16,10,12,0.1,,,0.036,,0,,455.8,7,0.31,76.57,BOA
268,SENA MADUREIRA,13408000,IACO,,,Primeira,Décimo Segundo,2022,2022-09-28,08:50,27.17,26.7,8.64,29.86,,7,6.53,85.7,0.102,71.12,,2.4,1.96,0.02,2,4,0.5,,,0.024,,0,,488.2,2,0.04,78.1,BOA
269,PORTO ACRE ,13610001,ACRE,,,Primeira,Decimo Segundo,2022,2022-10-04,10:00,29.789,30.524,8.3,38.26,,6,8.05,81.5,0.0612,151.3,,3.1,2,0.16,10,12,0.1,,,0.036,,0,,150.2,7,0.31,80.13,OTIMA
270,SENADOR GUIOMARD,13770000,IQUIRI,,,Primeira,Décimo Segundo,2022,2022-01-05,08:05,40.78,25.391,6.57,40.78,,5,5.88,72,0.388,8.16,,2.9,2.1,0.14,4,11,1.3,,,0.02,,0,,23.3,8,0.1,78.52,BOA
271,MARECHAL THAUMATURGO,12369000,JURUA,,,Primeira,Decimo Segundo,2022,2026-10-26,06:00,26.99,27.24,7.63,50.68,,8,5.87,,28.9,118.11,,0.89,0.71,0.1,12,15,0.12,,,0.0332,,0,,132,8,0,77.51,BOA
272,PLACIDO DE CASTRO,15324300,ABUNA,,,Primeira,Décimo Segundo,2022,2022-10-13,09:25,25.97,27.21,6.61,97.51,,4,6.84,,0.281,12.91,,0.8,0.51,0.17,12.7,25,2.12,,,0.098,,0,,26.7,14,0.26,75.53,BOA
273,MANCIO LIMA,12430000,MOA,,,Segunda,Décimo Segundo,2022,2022-12-13,08:18,24.47,27.64,6.83,22.55,,5,6.91,,0.1026,13.5,,2.3,1.1,0.06,1,8,1.3,,,0.02,,0,,34,3,0.15,83.9,OTIMA
274,CRUZEIRO DO SUL,12500004,JURUA,,,Segunda,Décimo Segundo,2022,2022-12-13,09:37,28.03,28.4,7.66,27.35,,10,6.88,,0.039,57.1,,4.11,3.4,0.12,5.1,15,1.3,,,0.18,,0,,140.8,12,4.2,75.2,BOA
275,TARAUACA,12600002,TARAUACA,,,Segunda,Décimo Segundo,2022,2022-12-14,11:20,32.85,30.05,8.29,35.48,,4,7.95,105.3,0.131,65.5,,1.3,1.6,0.19,3,10,0,,,0.0121,,0,,111.9,8,0.23,84.72,OTIMA
276,FEIJO,12660000,ENVIRA,,,Segunda,Décimo Segundo,2022,2022-12-14,14:22,32.12,29.92,7.86,54.9,,6,6.9,,0.128,59.6,,2.7,1.3,0.13,2.9,16,2.9,,,0.032,,0,,176.4,10,0.17,79.75,OTIMA
277,MANOEL URBANO ,13190000,PURUS,,,Segunda,Décimo Segundo,2022,2022-12-15,07:20,26.68,29.36,7.7,111.43,,4,6.66,,0.0511,48.6,,2.2,1,0.1,3.1,10,0,,,0.031,,0,,133.8,5,0.28,69.93,BOA
278,SENA MADUREIRA,13408000,IACO,,,Segunda,Décimo Segundo,2022,2022-12-15,09:17,28.38,29.22,7.42,255.11,,4,6.48,84.8,0.1012,32.3,,2.1,1.2,0,1,2,0.3,,,0.018,,0,,23.2,1,0.01,70.03,BOA
279,SENADOR GUIOMARD,13770000,IQUIRI,,,Segunda,Décimo Segundo,2022,2022-12-12,08:50,26.53,25.52,6,61.38,,4,4.82,58.9,0.51,10.04,,2.5,1.7,0.11,43,16,1.1,,,0.02,,0,,85.1,13,0.18,71.32,BOA
280,PORTO ACRE ,13610001,ACRE,,,Segunda,Decimo Segundo,2022,2022-12-13,08:56,26.92,27.54,6.9,388.65,,6,5.1,64.6,0.219,26.1,,2.3,0.9,0.22,3.4,10,23,,,1.2,,0,,63.8,6,0.4,52.85,BOA
281,PLACIDO DE CASTRO,15324300,ABUNA,,,Segunda,Décimo Segundo,2022,2022-12-14,09:56,28.11,26.52,6.25,104.52,,6,5.95,,0.316,11.01,,1.8,2.18,0.13,51,12,1,,,0.02,,0,,27.7,6,0.08,65.18,BOA
282,XAPURI,13550001,ACRE,,,Segunda,Décimo Segundo,2022,2022-12-19,10:11,27.35,27.56,7.37,345.13,,4,6.06,78.9,0.314,33.3,,3,1.5,0.08,2.9,18,0.9,,Não,0.024,,0,,209.9,10,0.12,68.76,BOA
283,ASSIS BRASIL,13438000,ACRE,,,Segunda,Décimo Segundo,2022,2022-12-20,06:11,23.2,26.18,7.2,275.72,,5,6.84,,0.9031,38.9,,2.5,1.7,0.11,10,8,1.5,,Não,0.024,,0,,140.8,6,0.16,69.02,BOA
284,BRASILEIA,13459000,ACRE,,,Segunda,Décimo Segundo,2022,2022-12-20,08:49,24.3,26.71,7.15,577.11,,5,6.44,87.2,0.401,28.9,,4.9,3.1,0.11,2,10,2.1,,,0.033,,0,,76.3,5,0.05,67.05,BOA
285,RIO BRANCO,13601000,ACRE,,,Segunda,Décimo Segundo,2022,2022-12-15,09:41,29.05,28.12,7.13,351.74,,6,5.82,74.5,0.253,24.2,,3.11,2,0.11,2,2,5,,,0.024,,0,,66.7,0.03,0.04,66.55,BOA
286,PORTO WALTER,12389000,JURUA,,,Primeira,Décimo Terceiro,2023,2023-04-19,07:15,26.95,26.69,7.57,248.2,,10,4.81,60,0.213,64.7,,5.11,4.9,0.46,98.5,20,4.7,,,0.039,,21,,158.8,12,1.2,55.01,BOA
287,MARECHAL THAUMATURGO,12369000,JURUA,,,Primeira,Décimo Terceiro,2023,2023-04-21,07:40,"23,00",25.89,7.91,172.63,,6,6.42,79,0.6024,52.1,,3.15,2,0.19,2,16,1.9,,,0.029,,0,,133.9,10,0.31,66.4,BOA
288,MANCIO LIMA,12430000,MOA,,,Primeira,Décimo Terceiro,2023,2023-03-23,15:00,25.89,24.85,6.62,8.24,,7,5.25,63.4,0.1019,11.68,,3.5,2.1,0.12,13.2,15,1.5,,,0.029,,4,,23.9,8,0.5,75.53,BOA
289,SENA MADUREIRA,13408000,IQUIRI,,,Primeira,Décimo Terceiro,2023,2023-03-31,08:18,27.12,25.59,6.91,236.1,,6,3.63,44.5,0.1015,25.6,,3.7,1.9,0.1,5.2,12,1,,,0.041,,0,,64.2,5,0.16,57.05,BOA
290,CRUZEIRO DO SUL,12500004,JURUA,,,Primeira,Décimo Terceiro,2023,2023-03-24,14:22,25.63,25.23,7.04,83.01,,8,5.74,69.8,0.0371,30.1,,3.12,2.91,0.14,15.6,20,1.8,,,"0,30",,6,,,10,3.4,64.18,BOA
291,MANOEL URBANO ,13190000,ACRE,,,Primeira,Décimo Terceiro,2023,2023-03-29,07:12,24.56,25.41,7.4,241.54,,6,4.72,57.5,0.0523,41.1,,3.21,2.13,0.25,6,12,0.8,,,0.043,,0,,104.6,8,0.9,62.27,BOA
292,PORTO ACRE ,13610001,ACRE,,,Primeira,Décimo Terceiro,2023,2023-03-09,10:15,31.33,27.65,6.65,126.7,,8,5.89,74.9,"0,250",18.42,,4.12,1.4,0.31,1,15,29,,,"1,90",,0,,42,10,0.6,49.61,BOA
293,PLACIDO DE CASTRO,15324300,ABUNA,,,Primeira,Décimo Terceiro,2023,2023-03-10,10:24,27.82,26.52,6.24,16.79,,9,5.3,65.90,"0,36",8.38,,2.19,3.11,0.38,"10,000",18,1.9,,,"0,050",,0,,19,10,0.213,74.86,BOA
294,TARAUACA,12600002,TARAUACA,,,Primeira,Décimo Terceiro,2023,2023-03-27,16:29,33.33,25.53,7.18,193.55,,8,5.79,70.7,0.144,29.8,,2.7,1.9,0.25,1,16,0.5,,,0.0132,,0,,101.3,6,0.39,65.07,BOA
295,FEIJO,12660000,ENVIRA,,,Primeira,Décimo Terceiro,2023,2023-03-28,16:02,27.15,25.58,7.82,215.47,,5,6.05,74,0.112,75.9,,3.5,2,0.23,1,12,2.3,,,0.021,,0,,"173,0",8,0.42,67.12,BOA
296,RIO BRANCO,1360100,ACRE,,,Primeira,Décimo Terceiro,2023,2023-03-13,09:30,26.82,25.31,6.8,72.38,,7,27,77.5,0.294,16.28,,4.1,2.9,0.24,17.4,9,1.7,,,0.032,,0,,41.6,0.08,0.1,68.06,BOA
297,SENADOR GUIOMARD,13770000,IQUIRI,,,Primeira,Décimo Terceiro,2023,2023-03-14,08:26,29.32,25.71,5.34,10.03,,7,3.65,44.8,0.491,7.41,,4.1,2.8,0.24,2,20,1.5,,,"0,040",,0,,15.1,15,0.28,62.58,BOA
298,XAPURI,13550001,ACRE,,,Primeira,Décimo Terceiro,2023,2023-03-17,07:53,24.29,26.89,7.25,171.63,,8,6.77,84.8,0.342,30.8,,3.91,2.3,0.19,10,20,1.86,,207.731,0.036,,0,,60.8,16,0.15,65.64,BOA
299,BRASILEIA,13459000,ACRE,,,Primeira,Décimo Terceiro,2023,2023-03-16,07:00,27.01,26.61,7.38,192.13,,9,7.14,89.6,0.419,30.1,,5.31,3.77,0.17,4,12,2.8,,82.329,"0,050",,2,,75.2,6,0.13,63.43,BOA
300,ASSIS BRASIL,13438000,ACRE,,,Primeira,Décimo Terceiro,2023,2023-03-15,07:24,26.97,26.61,7.28,152.5,,6,7.14,89.6,0.133,40.6,,2.7,1.9,0.2,8,10,0.7,,Não,0.032,,2,,105.2,8,0.31,67.27,BOA
301,RIO BRANCO,13601000,ACRE,,,Segunda,Décimo Terceiro,2023,2023-06-19,11:20,30.78,23.15,7.26,33.8,,5,8.5,99.5,0.254,40.7,,2.71,1.4,0.19,23.4,6,2,,,0.027,,8.3,,94,4,0.11,79.35,OTIMA
302,PORTO ACRE ,13610001,ACRE,,,Segunda,Décimo Terceiro,2023,2023-06-21,16:00,30.94,25.11,7.47,27.3,,5,8.22,99.7,0.189,36.5,,3.18,1.3,0.29,30,12,19,,,0.07,,17.9,,86.5,8,0.58,76.92,BOA
303,XAPURI,13550001,ACRE,,,Segunda,Décimo Terceiro,2023,2023-06-22,11:30,26.08,26.12,7.41,36.2,,12,8.34,103,0.413,49.9,,4.2,3.13,0.31,40.1,12,2.3,,Não,0.045,,11,,117,8,0.028,71.49,BOA
304,BRASILEIA,13459000,ACRE,,,Segunda,Décimo Terceiro,2023,2023-06-23,11:20,29.7,25.87,7.42,21.97,,6,8.44,103.8,0.31,50.2,,2.4,1.8,0.13,7.1,15,1.9,,Não,0.048,,3,,107.5,10,0.1,81.53,OTIMA
305,ASSIS BRASIL,13488000,ACRE,,,Segunda,Décimo Terceiro,2023,2023-06-23,08:10,26.07,26.31,7.09,1.49,,7,8.73,108.2,0.151,109.6,,3.4,2.5,0.27,29.5,12,1.1,,Não,0.039,,7.2,,1.8,5,0.036,80.86,OTIMA
306,SENA MADUREIRA,13408000,IQUIRI,,,Segunda,Décimo Terceiro,2023,2023-06-16,10:23,20.88,22.36,7.94,28.42,,8,8.46,97.5,0.1021,94.8,,3.93,2.32,0.14,11,10,1.8,,,0.044,,3,,216.9,7,0.23,78.2,BOA
307,MANOEL URBANO ,13190000,ACRE,,,Segunda,Décimo Terceiro,2023,2023-06-16,08:36,19.26,23.4,8.34,42.1,,8,8.21,96.5,0.0632,132.2,,3.9,2.71,0.3,13.7,16,0.5,,,0.05,,6.7,,313,10,0.83,74.05,BOA
308,FEIJO,12660000,ENVIRA,,,Segunda,Décimo Terceiro,2023,2023-06-12,11:00,32.07,28.65,7.91,32.57,,10,6.82,88.2,0.21,130.4,,4.11,2.9,0.38,6.3,20,2.88,,,0.032,,2,,314.3,11,0.49,76.13,BOA
309,TARAUACA,12600002,TARAUACA,,,Segunda,Décimo Terceiro,2023,2023-06-15,15:00,19.48,22.33,7.54,111.16,,16,7.27,83.7,0.151,68.2,,4.82,3.11,0.32,7.1,19,0.93,,,0.14,,4,,185.6,10,0.45,56.45,BOA
310,CRUZEIRO DO SUL,12500004,JURUA,,,Segunda,Décimo Terceiro,2023,2023-06-13,11:45,29.39,27.46,7.18,27.51,,7,6.23,78.8,0.0293,60.8,,3.11,1.79,0.25,20.1,28,2.5,,,0.28,,8.4,,138,15,2.89,71.01,BOA
311,MANCIO LIMA,12430000,MOA,,,Segunda,Décimo Terceiro,2023,2023-06-14,15:00,17.1,24.53,6.57,8.96,,6,5.62,67.4,0.1011,15.94,,3.97,2.6,0.07,35,12,1.7,,,0.031,,10.3,,35.2,6,0.8,74.78,BOA
312,SENADOR GUIOMARD,13770000,IQUIRI,,,Segunda,Décimo Terceiro,2023,2023-06-20,10:00,24.64,20.89,7.14,9.3,,10,8.06,90.2,0.383,5.83,,4.89,3.12,0.29,8,18,1.3,,,0,,3,,13.2,11,0.17,78.72,BOA
313,PLACIDO DE CASTRO,15324300,ABUNA,,,Segunda,Décimo Terceiro,2023,2023-06-21,10:10,28.67,22.38,6.6,22.98,,6,8.35,96.2,0.27,9.15,,3.19,2.41,0.16,18.8,10,1,,,0.063,,4.1,,19.7,5,0.208,78.69,BOA
314,ASSIS BRASIL,13433800,ACRE,,,Primeira,Décimo Quarto,2023,2023-09-22,07:10,25.99,27.84,8.05,30.51,,5,6.61,84.3,0.293,126.6,,3.91,2.11,0.1,866,10,2.4,,Não,0.059,,31,,324.9,13,0.08,73.23,BOA
315,BRASILEIA,13459000,ACRE,,,Primeira,Décimo Quarto,2023,2023-09-21,15:30,"29,93",31.44,8.7,27.63,,9,7.94,107.7,0.138,61,,4.8,3.1,0.19,547,10,1.5,,11.954,"0,081",,274,,157.4,8,0.029,62.54,BOA
316,XAPURI,13550001,ACRE,,,Primeira,Décimo Quarto,2023,2023-09-21,12:20,29.43,31.46,8.2,28.74,,9,7.65,103.9,0.59,64.5,,4.78,3.89,0.42,1732,25,2.9,,17.022,"0,060",,410,,153.5,11,0.035,64.16,BOA
317,SENADOR GUIOMARD,13770000,IQUIRI,,,Primeira,Décimo Quarto,2023,2023-09-20,12:50,26.44,27.24,6.46,45.35,,8,5.82,73.3,0.0288,8.44,,3.71,2.49,0.32,82,12,1.1,,,"0,011",,35,,22.2,9,0.22,68.04,BOA
318,PORTO ACRE ,13610001,ACRE,,,Primeira,Décimo Quarto,2023,2023-09-19,10:00,27.57,30.49,6.75,23.41,,6,6.75,90.1,0.157,54.7,,2.7,1.9,0.41,396,25,15,,,"0,088",,172,,140.4,10,0.72,69.41,BOA
319,RIO BRANCO,13601000,ACRE,,,Primeira,Décimo Quarto,2023,2023-09-18,10:14,33.31,29.87,7.91,157.74,,9,5.78,76.3,0.348,46.8,,5.21,3.11,0.36,721,30,2.1,,,0.069,,51.72,,120.3,20,0.17,56.02,BOA
320,PLACIDO DE CASTRO,15324300,ABUNA,,,Primeira,Décimo Quarto,2023,2023-09-20,10:25,31.24,28.84,7.32,64.63,,8,6.8,88.2,"0,33",11.78,,3.4,2.9,0.18,90,18,1.3,,,"0,083",,11,,29.9,11,0.212,70.57,BOA
321,SENA MADUREIRA,13408000,IACO,,,Primeira,Décimo Quarto,2023,2023-09-15,09:15,29.39,33.315,8.14,3.51,,6,6.67,93.4,"0,1038",184.8,,3.5,2,0.24,"344,00",16,2.1,,,"0,038",,51.72,,9,9,"0,77",75.28,BOA
322,MANOEL URBANO ,13190000,ACRE,,,Primeira,Décimo Quarto,2023,2023-09-15,07:14,23.627,29.397,8.96,7.9,,7,6.46,84.7,"0,0781",159,,4.8,3.5,0.58,65,20,0.8,,,0.07,,4,,"46,73",14,1.31,72.43,BOA
323,TARAUACA,12600002,TARAUACA,,,Primeira,Décimo Quarto,2023,2023-09-14,14:50,30.038,32.434,8.82,30.9,,7,7.424,109.7,0.12,121.3,,2.66,1.9,0.19,1986,15,0.59,,,"0,0130",,76,,"310,60",8,0.25,68.28,BOA
324,FEIJO,12660000,ENVIRA,,,Primeira,Décimo Quarto,2023,2023-09-14,17:22,26.44,30.945,8.63,12.9,,6,7.6,102.4,0.239,156,,3.91,2.3,0.3,2419,15,2.31,,,"0,028",,113.7,,562,13,0.38,70.44,BOA
325,MANCIO LIMA,12430000,MOA,,,Primeira,Décimo Quarto,2023,2023-09-13,16:00,28.56,31.687,7.29,49.93,,8,7.12,56.7,0.102,23.3,,4.75,2.93,0.2,332,20,1.9,,,"0,055",,121,,"56,7",12,1,67.09,BOA
326,CRUZEIRO DO SUL,12500004,JURUA,,,Primeira,Décimo Quarto,2023,2023-09-12,16:00,29.4,31.02,8.31,32.75,,5,7.44,100.2,0.32,97.3,,3.99,2.11,0.19,1290,35,3,,,"0,37",,432,,"247,60",20,2.31,61.62,BOA
327,ASSIS BRASIL,13438000,ACRE,,,Segunda,Décimo Quarto,2023,2023-12-27,11:56,26.68,26.786,6.82,353.15,,5,4.86,60.8,0.114,33.2,,2.51,1.3,0.14,866.4,8,1.1,,,0.024,,140.8,,74,5,0.26,55.43,BOA
328,BRASILEIA,13459000,ACRE,,,Segunda,Décimo Quarto,2023,2023-12-27,09:12,"27,21",27.21,7.11,133.36,,7,5.95,74.9,0.44,24.1,,3,1.83,0.52,1732,20,2.4,,,"0,039",,76,,53.6,15,0.194,57.86,BOA
329,XAPURI,13550001,ACRE,,,Segunda,Décimo Quarto,2023,2023-12-26,13:00,26.36,27.91,6.85,64.84,,5,6.84,87.2,0.321,20.11,,3.23,1.74,0.25,344.8,15,2,,,"0,029",,32,,45.1,9,0.1,71.33,BOA
330,SENADOR GUIOMARD,13770000,IQUIRI,,,Segunda,Décimo Quarto,2023,2023-12-20,12:45,27.4,27.85,6.86,65.64,,6,6.48,82.6,0.43,11.62,,3.51,2.4,0.18,109,10,1,,,"0,038",,48.7,,21.8,8,0.3,68.65,BOA
331,PORTO ACRE ,13610001,ACRE,,,Segunda,Décimo Quarto,2023,2023-12-21,09:50,27.14,28.71,6.82,160.97,,5,4.16,53.8,0.192,31.9,,3.25,1.1,0.14,73.8,12,21,,,"2,00",,5,,68.4,8,0.43,46.42,BOA
332,RIO BRANCO,13601000,ACRE,,,Segunda,Décimo Quarto,2023,2023-12-20,10:24,34.37,28.84,7.26,182.01,,5,4.51,58.5,0.261,34.1,,3.83,2.36,0.2,195,6,1.8,,,3.83,,12,,74.7,0.11,0.12,44.15,BOA
333,PLACIDO DE CASTRO,15324300,ABUNA,,,Segunda,Décimo Quarto,2023,2023-12-22,10:50,33.61,29.2,6.82,30.5,,7,6.84,89.3,"0,311",12.98,,3.94,2.6,0.09,62,10,1.85,,,"0,039",,7.4,,28.1,4,0.1,75.76,BOA
334,SENA MADUREIRA,13408000,IACO,,,Segunda,Décimo Quarto,2023,2023-12-19,11:00,27.28,28.14,6.96,130.15,,5,3.23,41.3,"0,1021",49.5,,4.15,2.41,0.14,"80,90",20,1.92,,,"0,050",,6.1,,111.9,7,"0,19",54.09,BOA
335,MANOEL URBANO ,13190000,PURUS,,,Segunda,Décimo Quarto,2023,2023-12-19,09:58,31.04,27.66,7.12,165.56,,8,4.6,58.5,"0,0530",59,,3.89,2.5,0.35,106,20,1,,,0.061,,1,,"133,50",11,1.24,60.64,BOA
336,TARAUACA,12600002,TARAUACA,,,Segunda,Décimo Quarto,2023,2023-12-18,10:50,32.59,26.21,7.01,188.83,,5,3.48,43.1,0.29,47.7,,2.11,9,0.53,12,20,0.8,,,"3,02",,5.2,,"107,40",10,0.45,42.38,BOA
337,FEIJO,12660000,ENVIRA,,,Segunda,Décimo Quarto,2023,2023-12-18,13:10,31.87,26.58,7.22,151.56,,6,"4,65",58,0.131,49.9,,4.1,2.39,0.4,143,16,2.1,,,"0,070",,42.1,,"113,5",10,0.62,55.3,BOA
